DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;625;160;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;738;320;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;959;640;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;1231;1280;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;1748;2560;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;2571;5120;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;4119;10240;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;5297;20480;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;8194;40960;false;
DRESDEN/pancakes6;PROVER;2015-04-26;PROVER;2015-04-26;11829;81920;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;926;5;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;1415;10;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;1197;20;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;1052;40;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;1480;80;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;2046;160;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;2724;320;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;4022;640;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;5740;1280;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;7808;2560;false;
BASE/pacman2p;PROVER;2015-04-26;PROVER;2015-04-26;12350;5120;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;556;5;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;643;10;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;684;20;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;824;40;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;1190;80;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;1578;160;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;2242;320;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;3016;640;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;4493;1280;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;5902;2560;false;
BASE/doubletoetictac;PROVER;2015-04-26;PROVER;2015-04-26;8980;5120;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;383;5;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;391;10;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;419;20;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;447;40;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;490;80;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;548;160;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;650;320;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;808;640;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;1134;1280;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;1632;2560;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;2689;5120;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;4348;10240;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;5124;20480;false;
BASE/untwistycomplex2;PROVER;2015-04-26;PROVER;2015-04-26;7956;40960;false;
